product_page_url,universal_ product_code (upc),title,price_including_tax,price_excluding_tax,number_available,product_description,category,review_rating,image_url
http://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html,null,<Element 'title' >,null,null,null,null,null,null,null
